A,B,C,D,E,F 
glass,0.378,0.272,0.282,0.368,0.23399999999999999
fight,0.288,0.74,0.5519999999999999,0.618,0.43
win like,0.874,0.27,0.264,0.27,0.23399999999999999
building,0.33399999999999996,0.248,0.238,0.27999999999999997,0.25
people,0.626,0.382,0.38,0.386,0.344
paradise,0.958,0.21800000000000003,0.21800000000000003,0.21000000000000002,0.20400000000000001
like,0,0,0,0,0
like,0,0,0,0,0
like,0,0,0,0,0
sin,0.23399999999999999,0.544,0.562,0.5660000000000001,0.538
father,0.758,0.324,0.354,0.298,0.246
never good,0.11600000000000002,0.766,0.772,0.758,0.774
birthday,0.922,0.22400000000000003,0.262,0.244,0.21600000000000003
doctor,0.548,0.35,0.352,0.546,0.282
mountain,0.5940000000000001,0.262,0.252,0.41600000000000004,0.236
money,0.8460000000000001,0.41200000000000003,0.384,0.404,0.40599999999999997
month,0.33199999999999996,0.236,0.242,0.252,0.22799999999999998
most useful good,0.7615000000000001,0.23129999999999998,0.2184,0.22359999999999997,0.2138
tool,0.316,0.266,0.242,0.27,0.246
invest,0.576,0.264,0.26,0.40199999999999997,0.24
month,0.33199999999999996,0.236,0.242,0.252,0.22799999999999998
famous people,0.6449999999999999,0.321,0.311,0.313,0.30999999999999994
fire,0.27599999999999997,0.506,0.588,0.706,0.368
never,0,0,0,0,0
not,0,0,0,0,0
month,0.33199999999999996,0.236,0.242,0.252,0.22799999999999998
king,0.546,0.282,0.24,0.32799999999999996,0.242
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
month,0.33199999999999996,0.236,0.242,0.252,0.22799999999999998
sad,0.22599999999999998,0.462,0.8699999999999999,0.45599999999999996,0.32999999999999996
romantic,0.8560000000000001,0.256,0.302,0.33199999999999996,0.242
tool,0.316,0.266,0.242,0.27,0.246
watch,0.4,0.25,0.27599999999999997,0.284,0.258
dollar,0.692,0.258,0.242,0.272,0.264
part,0.316,0.256,0.298,0.274,0.252
any,0,0,0,0,0
earth,0.724,0.33999999999999997,0.394,0.386,0.33799999999999997
office,0.38,0.42800000000000005,0.388,0.378,0.33999999999999997
people,0.626,0.382,0.38,0.386,0.344
thought,0.564,0.384,0.398,0.394,0.344
patent,0.344,0.266,0.266,0.284,0.246
love,0.944,0.33999999999999997,0.43200000000000005,0.41,0.244
patent,0.344,0.266,0.266,0.284,0.246
family,0.922,0.294,0.3,0.248,0.21800000000000003
key,0.422,0.266,0.244,0.25,0.22599999999999998
hat,0.43600000000000005,0.22999999999999998,0.22999999999999998,0.22799999999999998,0.236
hat,0.43600000000000005,0.22999999999999998,0.22999999999999998,0.22799999999999998,0.236
abortion,0.254,0.5660000000000001,0.746,0.584,0.602
like like,0,0,0,0,0
education,0.764,0.29,0.258,0.3,0.24
dollar,0.692,0.258,0.242,0.272,0.264
never not,0,0,0,0,0
dollar,0.692,0.258,0.242,0.272,0.264
hat,0.43600000000000005,0.22999999999999998,0.22999999999999998,0.22799999999999998,0.236
more,0,0,0,0,0
news,0.42800000000000005,0.418,0.49000000000000005,0.466,0.418
mountain,0.5940000000000001,0.262,0.252,0.41600000000000004,0.236
travel,0.772,0.244,0.258,0.366,0.22599999999999998
fall,0.528,0.302,0.3,0.34199999999999997,0.25
hat,0.43600000000000005,0.22999999999999998,0.22999999999999998,0.22799999999999998,0.236
office month,0.356,0.332,0.315,0.315,0.284
win home too,0.8469999999999999,0.277,0.305,0.267,0.23899999999999996
too,0,0,0,0,0
attract more truth,0.44040000000000007,0.18360000000000004,0.2004,0.22680000000000003,0.168
hard,0.32999999999999996,0.44400000000000006,0.35,0.442,0.27999999999999997
abortion,0.254,0.5660000000000001,0.746,0.584,0.602
snow famous,0.703,0.288,0.286,0.259,0.265
mountain,0.5940000000000001,0.262,0.252,0.41600000000000004,0.236
event,0.524,0.284,0.294,0.27599999999999997,0.242
news,0.42800000000000005,0.418,0.49000000000000005,0.466,0.418
door,0.346,0.306,0.282,0.308,0.264
fight,0.288,0.74,0.5519999999999999,0.618,0.43
world,0.5860000000000001,0.32,0.366,0.352,0.308
talent,0.796,0.236,0.246,0.27,0.22400000000000003
mountain,0.5940000000000001,0.262,0.252,0.41600000000000004,0.236
improve,0.792,0.258,0.25,0.294,0.21200000000000002
mountain,0.5940000000000001,0.262,0.252,0.41600000000000004,0.236
ace,0.61,0.22999999999999998,0.21200000000000002,0.252,0.22400000000000003
material,0.40800000000000003,0.296,0.288,0.27,0.312
good love,0.914,0.28700000000000003,0.32999999999999996,0.32599999999999996,0.23499999999999996
weapon,0.254,0.632,0.532,0.796,0.484
not,0,0,0,0,0
mountain,0.5940000000000001,0.262,0.252,0.41600000000000004,0.236
love,0.944,0.33999999999999997,0.43200000000000005,0.41,0.244
most powerful person,0.6275999999999999,0.36800000000000005,0.3402,0.42650000000000005,0.3169
mountain,0.5940000000000001,0.262,0.252,0.41600000000000004,0.236
mountain,0.5940000000000001,0.262,0.252,0.41600000000000004,0.236
promotion,0.8640000000000001,0.23199999999999998,0.23199999999999998,0.318,0.236
useless,0.22200000000000003,0.544,0.544,0.41600000000000004,0.45599999999999996
music,0.852,0.32599999999999996,0.358,0.264,0.244
bold free,0.692,0.292,0.252,0.302,0.246
hit,0.312,0.646,0.506,0.5559999999999999,0.45599999999999996
hit,0.312,0.646,0.506,0.5559999999999999,0.45599999999999996
like like,0,0,0,0,0
fight,0.288,0.74,0.5519999999999999,0.618,0.43
pest,0.22599999999999998,0.678,0.366,0.40800000000000003,0.5700000000000001
engine journal tool more,0.36666666666666664,0.2846666666666666,0.28933333333333333,0.29066666666666663,0.26599999999999996
like like,0,0,0,0,0
more,0,0,0,0,0
more,0,0,0,0,0
fight,0.288,0.74,0.5519999999999999,0.618,0.43
knowledge,0.6799999999999999,0.23399999999999999,0.236,0.256,0.22999999999999998
nice street cut,0.48666666666666664,0.358,0.33866666666666667,0.41133333333333333,0.33000000000000007
most,0,0,0,0,0
most,0,0,0,0,0
most,0,0,0,0,0
privacy good,0.751,0.269,0.258,0.279,0.229
like like,0,0,0,0,0
famous,0.6639999999999999,0.26,0.242,0.24,0.27599999999999997
like like,0,0,0,0,0
month never,0.33199999999999996,0.236,0.242,0.252,0.22799999999999998
life,0.9119999999999999,0.356,0.4,0.404,0.272
world,0.5860000000000001,0.32,0.366,0.352,0.308
power,0.692,0.34199999999999997,0.27999999999999997,0.476,0.294
power,0.692,0.34199999999999997,0.27999999999999997,0.476,0.294
rock,0.366,0.304,0.288,0.316,0.27
invest news industry,0.4606666666666666,0.3346666666666667,0.3486666666666667,0.38333333333333336,0.332
office,0.38,0.42800000000000005,0.388,0.378,0.33999999999999997
rock,0.366,0.304,0.288,0.316,0.27
knowledge,0.6799999999999999,0.23399999999999999,0.236,0.256,0.22999999999999998
not,0,0,0,0,0
power tool,0.504,0.304,0.261,0.373,0.27
like like,0,0,0,0,0
tool,0.316,0.266,0.242,0.27,0.246
