A,B,C,D,E,F,G 
present metal,0.5529999999999999,0.26399999999999996,0.27,0.284,0.227,Happiness
too most,0,0,0,0,0,Happiness
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003,Happiness
present metal,0.5529999999999999,0.26399999999999996,0.27,0.284,0.227,Happiness
time,0.414,0.356,0.39,0.43200000000000005,0.264,Fear
outstanding,0.784,0.236,0.22999999999999998,0.244,0.23399999999999999,Happiness
time,0.414,0.356,0.39,0.43200000000000005,0.264,Fear
progress most engine,0.5069,0.2209,0.21459999999999999,0.2589,0.2239,Happiness
more red green,0.42750000000000005,0.22750000000000004,0.1875,0.20400000000000001,0.18,Happiness
idea,0.612,0.264,0.266,0.264,0.242,Happiness
news,0.42800000000000005,0.418,0.49000000000000005,0.466,0.418,Sadness
news couple trust,0.6866666666666668,0.338,0.37466666666666665,0.39,0.31133333333333335,Happiness
news couple trust,0.6866666666666668,0.338,0.37466666666666665,0.39,0.31133333333333335,Happiness
news couple trust,0.6866666666666668,0.338,0.37466666666666665,0.39,0.31133333333333335,Happiness
free time,0.643,0.293,0.30999999999999994,0.34900000000000003,0.24100000000000002,Happiness
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003,Happiness
time,0.414,0.356,0.39,0.43200000000000005,0.264,Fear
city,0.63,0.27999999999999997,0.258,0.358,0.258,Happiness
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003,Happiness
time,0.414,0.356,0.39,0.43200000000000005,0.264,Fear
time,0.414,0.356,0.39,0.43200000000000005,0.264,Fear
time,0.414,0.356,0.39,0.43200000000000005,0.264,Fear
time,0.414,0.356,0.39,0.43200000000000005,0.264,Fear
progress most engine,0.5069,0.2209,0.21459999999999999,0.2589,0.2239,Happiness
time,0.414,0.356,0.39,0.43200000000000005,0.264,Fear
progress most engine,0.5069,0.2209,0.21459999999999999,0.2589,0.2239,Happiness
month time,0.37299999999999994,0.296,0.316,0.34199999999999997,0.246,Happiness
custom,0.442,0.242,0.256,0.236,0.23399999999999999,Happiness
custom,0.442,0.242,0.256,0.236,0.23399999999999999,Happiness
water hell,0.45600000000000007,0.44299999999999995,0.449,0.522,0.38999999999999996,Fear
dirty not,0.256,0.45999999999999996,0.388,0.388,0.74,Disgust
casino,0.618,0.32999999999999996,0.324,0.33599999999999997,0.29,Happiness
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003,Happiness
free time,0.643,0.293,0.30999999999999994,0.34900000000000003,0.24100000000000002,Happiness
swift most,0.40800000000000003,0.244,0.236,0.25,0.21600000000000003,Happiness
most engine,0.2898,0.2178,0.2052,0.2358,0.2358,Happiness
market,0.426,0.288,0.27799999999999997,0.296,0.27799999999999997,Happiness
news,0.42800000000000005,0.418,0.49000000000000005,0.466,0.418,Sadness
sky,0.704,0.242,0.252,0.27599999999999997,0.22000000000000003,Happiness
more,0,0,0,0,0,Happiness
news,0.42800000000000005,0.418,0.49000000000000005,0.466,0.418,Sadness
news,0.42800000000000005,0.418,0.49000000000000005,0.466,0.418,Sadness
delight,0.9400000000000001,0.21800000000000003,0.22599999999999998,0.22599999999999998,0.21600000000000003,Happiness
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003,Happiness
hell,0.22999999999999998,0.646,0.658,0.772,0.5519999999999999,Fear
free time,0.643,0.293,0.30999999999999994,0.34900000000000003,0.24100000000000002,Happiness
adorable overwhelmed,0.5589999999999999,0.374,0.352,0.381,0.267,Happiness
delight,0.9400000000000001,0.21800000000000003,0.22599999999999998,0.22599999999999998,0.21600000000000003,Happiness
cash hell,0.5279999999999999,0.483,0.484,0.55,0.43599999999999994,Fear
engine game,0.514,0.30999999999999994,0.273,0.278,0.251,Happiness
engine game,0.514,0.30999999999999994,0.273,0.278,0.251,Happiness
hell hit,0.271,0.646,0.5820000000000001,0.6639999999999999,0.5039999999999999,Fear
building,0.33399999999999996,0.248,0.238,0.27999999999999997,0.25,Happiness
clock more,0.3,0.262,0.27599999999999997,0.27999999999999997,0.252,Happiness
hell,0.22999999999999998,0.646,0.658,0.772,0.5519999999999999,Fear
building,0.33399999999999996,0.248,0.238,0.27999999999999997,0.25,Happiness
delight,0.9400000000000001,0.21800000000000003,0.22599999999999998,0.22599999999999998,0.21600000000000003,Happiness
heart free,0.807,0.253,0.289,0.28600000000000003,0.24000000000000005,Happiness
free time,0.643,0.293,0.30999999999999994,0.34900000000000003,0.24100000000000002,Happiness
heart free,0.807,0.253,0.289,0.28600000000000003,0.24000000000000005,Happiness
hell,0.22999999999999998,0.646,0.658,0.772,0.5519999999999999,Fear
radio,0.6599999999999999,0.324,0.298,0.22799999999999998,0.268,Happiness
heart free,0.807,0.253,0.289,0.28600000000000003,0.24000000000000005,Happiness
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003,Happiness
more,0,0,0,0,0,Happiness
tool,0.316,0.266,0.242,0.27,0.246,Happiness
engine game,0.514,0.30999999999999994,0.273,0.278,0.251,Happiness
hell,0.22999999999999998,0.646,0.658,0.772,0.5519999999999999,Fear
learn swift,0.557,0.292,0.27,0.29100000000000004,0.21900000000000003,Happiness
beast book,0.42699999999999994,0.406,0.365,0.5,0.377,Fear
hat,0.43600000000000005,0.22999999999999998,0.22999999999999998,0.22799999999999998,0.236,Happiness
city,0.63,0.27999999999999997,0.258,0.358,0.258,Happiness
city,0.63,0.27999999999999997,0.258,0.358,0.258,Happiness
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003,Happiness
hell,0.22999999999999998,0.646,0.658,0.772,0.5519999999999999,Fear
trunk,0.238,0.236,0.22999999999999998,0.298,0.236,Fear
hell,0.22999999999999998,0.646,0.658,0.772,0.5519999999999999,Fear
market,0.426,0.288,0.27799999999999997,0.296,0.27799999999999997,Happiness
delight,0.9400000000000001,0.21800000000000003,0.22599999999999998,0.22599999999999998,0.21600000000000003,Happiness
people success,0.741,0.305,0.312,0.356,0.28200000000000003,Happiness
news free,0.65,0.32399999999999995,0.36,0.366,0.31799999999999995,Happiness
radio,0.6599999999999999,0.324,0.298,0.22799999999999998,0.268,Happiness
hell,0.22999999999999998,0.646,0.658,0.772,0.5519999999999999,Fear
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003,Happiness
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003,Happiness
hell,0.22999999999999998,0.646,0.658,0.772,0.5519999999999999,Fear
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003,Happiness
delight,0.9400000000000001,0.21800000000000003,0.22599999999999998,0.22599999999999998,0.21600000000000003,Happiness
friend,0.906,0.272,0.298,0.262,0.22599999999999998,Happiness
delight,0.9400000000000001,0.21800000000000003,0.22599999999999998,0.22599999999999998,0.21600000000000003,Happiness
friend,0.906,0.272,0.298,0.262,0.22599999999999998,Happiness
love,0.944,0.33999999999999997,0.43200000000000005,0.41,0.244,Happiness
wish wish hell,0.622,0.38999999999999996,0.438,0.44933333333333336,0.3293333333333333,Happiness
body good hell,0.5666666666666667,0.4046666666666667,0.40733333333333327,0.44333333333333336,0.38333333333333336,Happiness
baby hell,0.5589999999999999,0.441,0.46699999999999997,0.558,0.396,Happiness
news free,0.65,0.32399999999999995,0.36,0.366,0.31799999999999995,Happiness
little,0,0,0,0,0,Happiness
love hell,0.587,0.493,0.545,0.591,0.39799999999999996,Fear
more,0,0,0,0,0,Happiness
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
delight,0.9400000000000001,0.21800000000000003,0.22599999999999998,0.22599999999999998,0.21600000000000003,Happiness
hell,0.22999999999999998,0.646,0.658,0.772,0.5519999999999999,Fear
delight,0.9400000000000001,0.21800000000000003,0.22599999999999998,0.22599999999999998,0.21600000000000003,Happiness
not,0,0,0,0,0,Happiness
money good hell,0.6533333333333334,0.43066666666666664,0.4233333333333333,0.4726666666666667,0.39466666666666667,Happiness
trunk,0.238,0.236,0.22999999999999998,0.298,0.236,Fear
delight,0.9400000000000001,0.21800000000000003,0.22599999999999998,0.22599999999999998,0.21600000000000003,Happiness
more,0,0,0,0,0,Happiness
hell hit,0.271,0.646,0.5820000000000001,0.6639999999999999,0.5039999999999999,Fear
hell,0.22999999999999998,0.646,0.658,0.772,0.5519999999999999,Fear
beast book,0.42699999999999994,0.406,0.365,0.5,0.377,Fear
more detail,0.21800000000000003,0.149,0.125,0.128,0.133,Happiness
safe strong,0.764,0.26,0.22999999999999998,0.301,0.22000000000000003,Happiness
spring,0.874,0.236,0.246,0.236,0.242,Happiness
street more,0.384,0.29,0.274,0.396,0.272,Fear
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003,Happiness
like free,0.6976000000000001,0.184,0.184,0.21280000000000002,0.17440000000000003,Happiness
sun hell,0.539,0.45499999999999996,0.45,0.524,0.38999999999999996,Happiness
beast book,0.42699999999999994,0.406,0.365,0.5,0.377,Fear
delight,0.9400000000000001,0.21800000000000003,0.22599999999999998,0.22599999999999998,0.21600000000000003,Happiness
delight,0.9400000000000001,0.21800000000000003,0.22599999999999998,0.22599999999999998,0.21600000000000003,Happiness
delight,0.9400000000000001,0.21800000000000003,0.22599999999999998,0.22599999999999998,0.21600000000000003,Happiness
news free,0.65,0.32399999999999995,0.36,0.366,0.31799999999999995,Happiness
delight,0.9400000000000001,0.21800000000000003,0.22599999999999998,0.22599999999999998,0.21600000000000003,Happiness
crime hell,0.22400000000000003,0.679,0.665,0.744,0.57,Fear
news free,0.65,0.32399999999999995,0.36,0.366,0.31799999999999995,Happiness
friend,0.906,0.272,0.298,0.262,0.22599999999999998,Happiness
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
month space free,0.572,0.23599999999999996,0.2573333333333333,0.29600000000000004,0.22266666666666665,Happiness
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003,Happiness
good,0.884,0.23399999999999999,0.22799999999999998,0.242,0.22599999999999998,Happiness
hell,0.22999999999999998,0.646,0.658,0.772,0.5519999999999999,Fear
much enjoy,0,0,0,0,0,Happiness
news free,0.65,0.32399999999999995,0.36,0.366,0.31799999999999995,Happiness
relax,0,0,0,0,0,Happiness
fantasy space talent,0.7073333333333334,0.23866666666666667,0.2693333333333333,0.2966666666666667,0.23,Happiness
event chance,0.5589999999999999,0.294,0.313,0.363,0.25999999999999995,Happiness
enjoy secure free,0.7202,0.1941,0.20529999999999998,0.2387,0.1888,Happiness
beast book,0.42699999999999994,0.406,0.365,0.5,0.377,Fear
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003,Happiness
game,0.706,0.378,0.318,0.294,0.24,Happiness
dove,0.712,0.21800000000000003,0.252,0.21800000000000003,0.21800000000000003,Happiness
water,0.682,0.24,0.24,0.272,0.22799999999999998,Happiness
love,0.944,0.33999999999999997,0.43200000000000005,0.41,0.244,Happiness
tool,0.316,0.266,0.242,0.27,0.246,Happiness
tool,0.316,0.266,0.242,0.27,0.246,Happiness
hell,0.22999999999999998,0.646,0.658,0.772,0.5519999999999999,Fear
vision,0.616,0.272,0.262,0.294,0.23399999999999999,Happiness
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003,Happiness
king heaven hell hit,0.5005000000000001,0.45099999999999996,0.4175,0.4925,0.368,Happiness
heaven hell,0.5720000000000001,0.438,0.462,0.5429999999999999,0.387,Happiness
love,0.944,0.33999999999999997,0.43200000000000005,0.41,0.244,Happiness
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003,Happiness
privacy,0.618,0.304,0.288,0.316,0.23199999999999998,Happiness
hell,0.22999999999999998,0.646,0.658,0.772,0.5519999999999999,Fear
friend,0.906,0.272,0.298,0.262,0.22599999999999998,Happiness
news free,0.65,0.32399999999999995,0.36,0.366,0.31799999999999995,Happiness
not,0,0,0,0,0,Happiness
love,0.944,0.33999999999999997,0.43200000000000005,0.41,0.244,Happiness
paradise hell,0.594,0.43200000000000005,0.438,0.491,0.378,Happiness
little more clothing,0.238,0.696,0.712,0.744,0.704,Fear
lightning,0.386,0.382,0.302,0.5820000000000001,0.238,Fear
friend,0.906,0.272,0.298,0.262,0.22599999999999998,Happiness
friend,0.906,0.272,0.298,0.262,0.22599999999999998,Happiness
hell,0.22999999999999998,0.646,0.658,0.772,0.5519999999999999,Fear
swift,0.40800000000000003,0.244,0.236,0.25,0.21600000000000003,Happiness
not,0,0,0,0,0,Happiness
not,0,0,0,0,0,Happiness
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003,Happiness
