A,B,C,D,E,F 
natural python,0.45500000000000007,0.30599999999999994,0.293,0.5029999999999999,0.37300000000000005
fun frog,0.6839999999999999,0.223,0.23200000000000004,0.251,0.28600000000000003
part,0.316,0.256,0.298,0.274,0.252
power art,0.6890000000000001,0.34500000000000003,0.32799999999999996,0.395,0.311
more,0,0,0,0,0
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
any,0,0,0,0,0
building,0.33399999999999996,0.248,0.238,0.27999999999999997,0.25
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
time,0.414,0.356,0.39,0.43200000000000005,0.264
market,0.426,0.288,0.27799999999999997,0.296,0.27799999999999997
time,0.414,0.356,0.39,0.43200000000000005,0.264
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
news,0.42800000000000005,0.418,0.49000000000000005,0.466,0.418
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
tree game,0.611,0.301,0.273,0.26399999999999996,0.22599999999999998
tree game,0.611,0.301,0.273,0.26399999999999996,0.22599999999999998
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
tree game,0.611,0.301,0.273,0.26399999999999996,0.22599999999999998
free learn,0.789,0.285,0.267,0.29900000000000004,0.22000000000000003
natural,0.648,0.27599999999999997,0.282,0.296,0.268
mind more,0.5980000000000001,0.384,0.4,0.42800000000000005,0.352
free learn,0.789,0.285,0.267,0.29900000000000004,0.22000000000000003
free learn,0.789,0.285,0.267,0.29900000000000004,0.22000000000000003
tree game,0.611,0.301,0.273,0.26399999999999996,0.22599999999999998
tree game,0.611,0.301,0.273,0.26399999999999996,0.22599999999999998
tree game,0.611,0.301,0.273,0.26399999999999996,0.22599999999999998
tree game,0.611,0.301,0.273,0.26399999999999996,0.22599999999999998
tree game,0.611,0.301,0.273,0.26399999999999996,0.22599999999999998
tree game,0.611,0.301,0.273,0.26399999999999996,0.22599999999999998
tree game,0.611,0.301,0.273,0.26399999999999996,0.22599999999999998
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
any idea time,0.40099999999999997,0.546,0.562,0.584,0.511
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
game theory,0.508,0.32199999999999995,0.28500000000000003,0.285,0.24
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
natural,0.648,0.27599999999999997,0.282,0.296,0.268
time,0.414,0.356,0.39,0.43200000000000005,0.264
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
news,0.42800000000000005,0.418,0.49000000000000005,0.466,0.418
tower,0.29,0.29,0.322,0.388,0.272
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
natural,0.648,0.27599999999999997,0.282,0.296,0.268
theory,0.31,0.266,0.252,0.27599999999999997,0.24
time,0.414,0.356,0.39,0.43200000000000005,0.264
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
news,0.42800000000000005,0.418,0.49000000000000005,0.466,0.418
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
theory,0.31,0.266,0.252,0.27599999999999997,0.24
failure very,0.22799999999999998,0.732,0.8119999999999999,0.78,0.572
natural,0.648,0.27599999999999997,0.282,0.296,0.268
not time,0.5860000000000001,0.6439999999999999,0.61,0.568,0.736
not time,0.5860000000000001,0.6439999999999999,0.61,0.568,0.736
natural,0.648,0.27599999999999997,0.282,0.296,0.268
natural,0.648,0.27599999999999997,0.282,0.296,0.268
game theory,0.508,0.32199999999999995,0.28500000000000003,0.285,0.24
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
time,0.414,0.356,0.39,0.43200000000000005,0.264
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
banner machine like,0.40700000000000003,0.29900000000000004,0.265,0.309,0.27
python machine,0.316,0.337,0.29,0.537,0.378
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
game theory,0.508,0.32199999999999995,0.28500000000000003,0.285,0.24
game theory,0.508,0.32199999999999995,0.28500000000000003,0.285,0.24
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
time,0.414,0.356,0.39,0.43200000000000005,0.264
natural,0.648,0.27599999999999997,0.282,0.296,0.268
tower,0.29,0.29,0.322,0.388,0.272
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
time,0.414,0.356,0.39,0.43200000000000005,0.264
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
tower,0.29,0.29,0.322,0.388,0.272
natural,0.648,0.27599999999999997,0.282,0.296,0.268
natural,0.648,0.27599999999999997,0.282,0.296,0.268
tower,0.29,0.29,0.322,0.388,0.272
tower,0.29,0.29,0.322,0.388,0.272
tower,0.29,0.29,0.322,0.388,0.272
tower,0.29,0.29,0.322,0.388,0.272
tower,0.29,0.29,0.322,0.388,0.272
natural,0.648,0.27599999999999997,0.282,0.296,0.268
tower,0.29,0.29,0.322,0.388,0.272
tower,0.29,0.29,0.322,0.388,0.272
tower,0.29,0.29,0.322,0.388,0.272
tower,0.29,0.29,0.322,0.388,0.272
tower,0.29,0.29,0.322,0.388,0.272
tower,0.29,0.29,0.322,0.388,0.272
time,0.414,0.356,0.39,0.43200000000000005,0.264
tower,0.29,0.29,0.322,0.388,0.272
tower,0.29,0.29,0.322,0.388,0.272
tower,0.29,0.29,0.322,0.388,0.272
tower,0.29,0.29,0.322,0.388,0.272
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
natural,0.648,0.27599999999999997,0.282,0.296,0.268
natural,0.648,0.27599999999999997,0.282,0.296,0.268
natural,0.648,0.27599999999999997,0.282,0.296,0.268
natural,0.648,0.27599999999999997,0.282,0.296,0.268
natural,0.648,0.27599999999999997,0.282,0.296,0.268
natural,0.648,0.27599999999999997,0.282,0.296,0.268
python crash python,0.254,0.412,0.428,0.7159999999999999,0.46333333333333343
python crash python,0.254,0.412,0.428,0.7159999999999999,0.46333333333333343
python crash python,0.254,0.412,0.428,0.7159999999999999,0.46333333333333343
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
time,0.414,0.356,0.39,0.43200000000000005,0.264
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
time,0.414,0.356,0.39,0.43200000000000005,0.264
python crash python,0.254,0.412,0.428,0.7159999999999999,0.46333333333333343
time,0.414,0.356,0.39,0.43200000000000005,0.264
time,0.414,0.356,0.39,0.43200000000000005,0.264
time,0.414,0.356,0.39,0.43200000000000005,0.264
time,0.414,0.356,0.39,0.43200000000000005,0.264
time,0.414,0.356,0.39,0.43200000000000005,0.264
false learn,0.475,0.43200000000000005,0.363,0.366,0.27
false learn,0.475,0.43200000000000005,0.363,0.366,0.27
not,0,0,0,0,0
not,0,0,0,0,0
time,0.414,0.356,0.39,0.43200000000000005,0.264
false learn,0.475,0.43200000000000005,0.363,0.366,0.27
time,0.414,0.356,0.39,0.43200000000000005,0.264
engine,0.322,0.242,0.22799999999999998,0.262,0.262
love,0.944,0.33999999999999997,0.43200000000000005,0.41,0.244
more,0,0,0,0,0
building,0.33399999999999996,0.248,0.238,0.27999999999999997,0.25
time,0.414,0.356,0.39,0.43200000000000005,0.264
more,0,0,0,0,0
more,0,0,0,0,0
more,0,0,0,0,0
not,0,0,0,0,0
not,0,0,0,0,0
not,0,0,0,0,0
nice building,0.594,0.23500000000000001,0.23499999999999996,0.254,0.23700000000000002
knowledge good learn,0.7566666666666666,0.2693333333333333,0.256,0.27666666666666667,0.22599999999999998
time,0.414,0.356,0.39,0.43200000000000005,0.264
not,0,0,0,0,0
not,0,0,0,0,0
time,0.414,0.356,0.39,0.43200000000000005,0.264
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
time,0.414,0.356,0.39,0.43200000000000005,0.264
method honey,0.48100000000000004,0.24,0.24500000000000002,0.24100000000000002,0.254
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
more,0,0,0,0,0
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
time,0.414,0.356,0.39,0.43200000000000005,0.264
more,0,0,0,0,0
time,0.414,0.356,0.39,0.43200000000000005,0.264
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
not not,0,0,0,0,0
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
time,0.414,0.356,0.39,0.43200000000000005,0.264
time,0.414,0.356,0.39,0.43200000000000005,0.264
time,0.414,0.356,0.39,0.43200000000000005,0.264
time,0.414,0.356,0.39,0.43200000000000005,0.264
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
more,0,0,0,0,0
not not,0,0,0,0,0
good,0.884,0.23399999999999999,0.22799999999999998,0.242,0.22599999999999998
free python,0.567,0.28300000000000003,0.267,0.488,0.34800000000000003
free python,0.567,0.28300000000000003,0.267,0.488,0.34800000000000003
building,0.33399999999999996,0.248,0.238,0.27999999999999997,0.25
news,0.42800000000000005,0.418,0.49000000000000005,0.466,0.418
more,0,0,0,0,0
context,0.27799999999999997,0.252,0.24,0.244,0.22599999999999998
more,0,0,0,0,0
world,0.5860000000000001,0.32,0.366,0.352,0.308
more,0,0,0,0,0
building,0.33399999999999996,0.248,0.238,0.27999999999999997,0.25
more,0,0,0,0,0
building,0.33399999999999996,0.248,0.238,0.27999999999999997,0.25
more,0,0,0,0,0
more,0,0,0,0,0
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
more,0,0,0,0,0
building,0.33399999999999996,0.248,0.238,0.27999999999999997,0.25
free python,0.567,0.28300000000000003,0.267,0.488,0.34800000000000003
tree,0.516,0.22400000000000003,0.22799999999999998,0.23399999999999999,0.21200000000000002
very,0,0,0,0,0
most,0,0,0,0,0
alert,0.40800000000000003,0.324,0.272,0.45999999999999996,0.256
complete,0,0,0,0,0
part,0.316,0.256,0.298,0.274,0.252
building,0.33399999999999996,0.248,0.238,0.27999999999999997,0.25
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
natural python,0.45500000000000007,0.30599999999999994,0.293,0.5029999999999999,0.37300000000000005
more,0,0,0,0,0
more,0,0,0,0,0
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
more,0,0,0,0,0
natural python,0.45500000000000007,0.30599999999999994,0.293,0.5029999999999999,0.37300000000000005
learn book machine,0.5606666666666666,0.3593333333333334,0.3266666666666667,0.356,0.2866666666666667
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
life,0.9119999999999999,0.356,0.4,0.404,0.272
life,0.9119999999999999,0.356,0.4,0.404,0.272
life,0.9119999999999999,0.356,0.4,0.404,0.272
more,0,0,0,0,0
more,0,0,0,0,0
not,0,0,0,0,0
more,0,0,0,0,0
natural python,0.45500000000000007,0.30599999999999994,0.293,0.5029999999999999,0.37300000000000005
more,0,0,0,0,0
more,0,0,0,0,0
more,0,0,0,0,0
more,0,0,0,0,0
natural python,0.45500000000000007,0.30599999999999994,0.293,0.5029999999999999,0.37300000000000005
natural python,0.45500000000000007,0.30599999999999994,0.293,0.5029999999999999,0.37300000000000005
people,0.626,0.382,0.38,0.386,0.344
natural python,0.45500000000000007,0.30599999999999994,0.293,0.5029999999999999,0.37300000000000005
natural python,0.45500000000000007,0.30599999999999994,0.293,0.5029999999999999,0.37300000000000005
natural python,0.45500000000000007,0.30599999999999994,0.293,0.5029999999999999,0.37300000000000005
natural python,0.45500000000000007,0.30599999999999994,0.293,0.5029999999999999,0.37300000000000005
natural python,0.45500000000000007,0.30599999999999994,0.293,0.5029999999999999,0.37300000000000005
natural python,0.45500000000000007,0.30599999999999994,0.293,0.5029999999999999,0.37300000000000005
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
complete,0,0,0,0,0
complete,0,0,0,0,0
building,0.33399999999999996,0.248,0.238,0.27999999999999997,0.25
building,0.33399999999999996,0.248,0.238,0.27999999999999997,0.25
complete,0,0,0,0,0
mighty,0.584,0.288,0.24,0.33599999999999997,0.23399999999999999
mighty,0.584,0.288,0.24,0.33599999999999997,0.23399999999999999
building,0.33399999999999996,0.248,0.238,0.27999999999999997,0.25
building,0.33399999999999996,0.248,0.238,0.27999999999999997,0.25
building,0.33399999999999996,0.248,0.238,0.27999999999999997,0.25
happy,0.9359999999999999,0.21600000000000003,0.23399999999999999,0.22200000000000003,0.22000000000000003
more,0,0,0,0,0
more,0,0,0,0,0
tidy kids,0.767,0.292,0.271,0.29900000000000004,0.24100000000000002
more,0,0,0,0,0
more,0,0,0,0,0
not,0,0,0,0,0
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
more,0,0,0,0,0
more,0,0,0,0,0
more,0,0,0,0,0
more,0,0,0,0,0
more,0,0,0,0,0
more,0,0,0,0,0
free learn,0.789,0.285,0.267,0.29900000000000004,0.22000000000000003
free learn,0.789,0.285,0.267,0.29900000000000004,0.22000000000000003
free learn,0.789,0.285,0.267,0.29900000000000004,0.22000000000000003
cancer,0.20800000000000002,0.592,0.806,0.756,0.42000000000000004
tune,0.6,0.23399999999999999,0.27,0.22599999999999998,0.22599999999999998
theory,0.31,0.266,0.252,0.27599999999999997,0.24
complete,0,0,0,0,0
most,0,0,0,0,0
building,0.33399999999999996,0.248,0.238,0.27999999999999997,0.25
theory,0.31,0.266,0.252,0.27599999999999997,0.24
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
news,0.42800000000000005,0.418,0.49000000000000005,0.466,0.418
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
happy,0.9359999999999999,0.21600000000000003,0.23399999999999999,0.22200000000000003,0.22000000000000003
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
not,0,0,0,0,0
not,0,0,0,0,0
not,0,0,0,0,0
not,0,0,0,0,0
not,0,0,0,0,0
not,0,0,0,0,0
not,0,0,0,0,0
not,0,0,0,0,0
not,0,0,0,0,0
not,0,0,0,0,0
complete,0,0,0,0,0
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
tune,0.6,0.23399999999999999,0.27,0.22599999999999998,0.22599999999999998
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
building,0.33399999999999996,0.248,0.238,0.27999999999999997,0.25
building,0.33399999999999996,0.248,0.238,0.27999999999999997,0.25
mighty,0.584,0.288,0.24,0.33599999999999997,0.23399999999999999
most,0,0,0,0,0
most,0,0,0,0,0
most,0,0,0,0,0
mighty,0.584,0.288,0.24,0.33599999999999997,0.23399999999999999
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
most,0,0,0,0,0
like more,0,0,0,0,0
building,0.33399999999999996,0.248,0.238,0.27999999999999997,0.25
theory,0.31,0.266,0.252,0.27599999999999997,0.24
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
news,0.42800000000000005,0.418,0.49000000000000005,0.466,0.418
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
little most not building,0.666,0.752,0.762,0.72,0.75
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
music,0.852,0.32599999999999996,0.358,0.264,0.244
very,0,0,0,0,0
car,0.718,0.32599999999999996,0.29,0.384,0.256
news,0.42800000000000005,0.418,0.49000000000000005,0.466,0.418
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
context,0.27799999999999997,0.252,0.24,0.244,0.22599999999999998
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
context,0.27799999999999997,0.252,0.24,0.244,0.22599999999999998
building,0.33399999999999996,0.248,0.238,0.27999999999999997,0.25
theory,0.31,0.266,0.252,0.27599999999999997,0.24
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
news,0.42800000000000005,0.418,0.49000000000000005,0.466,0.418
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
machine machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
news,0.42800000000000005,0.418,0.49000000000000005,0.466,0.418
building,0.33399999999999996,0.248,0.238,0.27999999999999997,0.25
news,0.42800000000000005,0.418,0.49000000000000005,0.466,0.418
news,0.42800000000000005,0.418,0.49000000000000005,0.466,0.418
news,0.42800000000000005,0.418,0.49000000000000005,0.466,0.418
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
context,0.27799999999999997,0.252,0.24,0.244,0.22599999999999998
news,0.42800000000000005,0.418,0.49000000000000005,0.466,0.418
news,0.42800000000000005,0.418,0.49000000000000005,0.466,0.418
news,0.42800000000000005,0.418,0.49000000000000005,0.466,0.418
news,0.42800000000000005,0.418,0.49000000000000005,0.466,0.418
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
theory,0.31,0.266,0.252,0.27599999999999997,0.24
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
theory,0.31,0.266,0.252,0.27599999999999997,0.24
theory,0.31,0.266,0.252,0.27599999999999997,0.24
theory,0.31,0.266,0.252,0.27599999999999997,0.24
theory,0.31,0.266,0.252,0.27599999999999997,0.24
theory,0.31,0.266,0.252,0.27599999999999997,0.24
theory,0.31,0.266,0.252,0.27599999999999997,0.24
theory,0.31,0.266,0.252,0.27599999999999997,0.24
theory,0.31,0.266,0.252,0.27599999999999997,0.24
not,0,0,0,0,0
car,0.718,0.32599999999999996,0.29,0.384,0.256
free complete python,0.567,0.28300000000000003,0.267,0.488,0.34800000000000003
building,0.33399999999999996,0.248,0.238,0.27999999999999997,0.25
free complete python,0.567,0.28300000000000003,0.267,0.488,0.34800000000000003
building,0.33399999999999996,0.248,0.238,0.27999999999999997,0.25
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
car,0.718,0.32599999999999996,0.29,0.384,0.256
building,0.33399999999999996,0.248,0.238,0.27999999999999997,0.25
building,0.33399999999999996,0.248,0.238,0.27999999999999997,0.25
building,0.33399999999999996,0.248,0.238,0.27999999999999997,0.25
building,0.33399999999999996,0.248,0.238,0.27999999999999997,0.25
building,0.33399999999999996,0.248,0.238,0.27999999999999997,0.25
building,0.33399999999999996,0.248,0.238,0.27999999999999997,0.25
building,0.33399999999999996,0.248,0.238,0.27999999999999997,0.25
building,0.33399999999999996,0.248,0.238,0.27999999999999997,0.25
building,0.33399999999999996,0.248,0.238,0.27999999999999997,0.25
building,0.33399999999999996,0.248,0.238,0.27999999999999997,0.25
building,0.33399999999999996,0.248,0.238,0.27999999999999997,0.25
building,0.33399999999999996,0.248,0.238,0.27999999999999997,0.25
free complete python,0.567,0.28300000000000003,0.267,0.488,0.34800000000000003
free complete python,0.567,0.28300000000000003,0.267,0.488,0.34800000000000003
fun,0.932,0.20800000000000002,0.21400000000000002,0.22400000000000003,0.20600000000000002
machine method,0.34199999999999997,0.29500000000000004,0.263,0.31100000000000005,0.261
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
tune,0.6,0.23399999999999999,0.27,0.22599999999999998,0.22599999999999998
custom,0.442,0.242,0.256,0.236,0.23399999999999999
life,0.9119999999999999,0.356,0.4,0.404,0.272
life,0.9119999999999999,0.356,0.4,0.404,0.272
very,0,0,0,0,0
life,0.9119999999999999,0.356,0.4,0.404,0.272
custom,0.442,0.242,0.256,0.236,0.23399999999999999
custom,0.442,0.242,0.256,0.236,0.23399999999999999
music,0.852,0.32599999999999996,0.358,0.264,0.244
music,0.852,0.32599999999999996,0.358,0.264,0.244
most,0,0,0,0,0
very,0,0,0,0,0
very,0,0,0,0,0
most,0,0,0,0,0
tune,0.6,0.23399999999999999,0.27,0.22599999999999998,0.22599999999999998
tune,0.6,0.23399999999999999,0.27,0.22599999999999998,0.22599999999999998
tune,0.6,0.23399999999999999,0.27,0.22599999999999998,0.22599999999999998
part,0.316,0.256,0.298,0.274,0.252
swift,0.40800000000000003,0.244,0.236,0.25,0.21600000000000003
swift,0.40800000000000003,0.244,0.236,0.25,0.21600000000000003
swift,0.40800000000000003,0.244,0.236,0.25,0.21600000000000003
swift,0.40800000000000003,0.244,0.236,0.25,0.21600000000000003
not,0,0,0,0,0
complete,0,0,0,0,0
like,0,0,0,0,0
like,0,0,0,0,0
like,0,0,0,0,0
like,0,0,0,0,0
like,0,0,0,0,0
infection people,0.426,0.43,0.47300000000000003,0.54,0.52
complete python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
like,0,0,0,0,0
more,0,0,0,0,0
swift,0.40800000000000003,0.244,0.236,0.25,0.21600000000000003
event,0.524,0.284,0.294,0.27599999999999997,0.242
death machine destroy privacy,0.366,0.49949999999999994,0.5205,0.527,0.3555
death machine destroy privacy,0.366,0.49949999999999994,0.5205,0.527,0.3555
event,0.524,0.284,0.294,0.27599999999999997,0.242
machine method,0.34199999999999997,0.29500000000000004,0.263,0.31100000000000005,0.261
moment,0.53,0.308,0.314,0.302,0.246
machine method,0.34199999999999997,0.29500000000000004,0.263,0.31100000000000005,0.261
machine method,0.34199999999999997,0.29500000000000004,0.263,0.31100000000000005,0.261
machine method,0.34199999999999997,0.29500000000000004,0.263,0.31100000000000005,0.261
machine method,0.34199999999999997,0.29500000000000004,0.263,0.31100000000000005,0.261
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
free complete,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
life,0.9119999999999999,0.356,0.4,0.404,0.272
event,0.524,0.284,0.294,0.27599999999999997,0.242
life,0.9119999999999999,0.356,0.4,0.404,0.272
complete,0,0,0,0,0
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
event,0.524,0.284,0.294,0.27599999999999997,0.242
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
watch machine quite,0.385,0.294,0.27599999999999997,0.324,0.26799999999999996
machine method,0.34199999999999997,0.29500000000000004,0.263,0.31100000000000005,0.261
machine method,0.34199999999999997,0.29500000000000004,0.263,0.31100000000000005,0.261
little most not building,0.666,0.752,0.762,0.72,0.75
complete,0,0,0,0,0
machine method,0.34199999999999997,0.29500000000000004,0.263,0.31100000000000005,0.261
machine method,0.34199999999999997,0.29500000000000004,0.263,0.31100000000000005,0.261
